entity_key,canonical_code,display_name,display_code,sugar_family,sugar_sort_key,anomer_availability,alpha_code,alpha_name,beta_code,beta_name,identical_group_codes,group_member_codes
MVP|,MVP,"(1S)-1,5-anhydro-4-O-alpha-D-glucopyranosyl-1-(phosphonomethyl)-D-glucitol (MVP)",MVP,(1s)-1 5-anhydro-4-o-alpha-d-glucopyranosyl-1-(phosphonomethyl)-d-glucitol,"(1s)-1,5-anhydro-4-o-alpha-d-glucopyranosyl-1-(phosphonomethyl)-d-glucitol",alpha_only,MVP,"(1S)-1,5-anhydro-4-O-alpha-D-glucopyranosyl-1-(phosphonomethyl)-D-glucitol",,,MVP,MVP
XDX|,XDX,(2R)-2-(alpha-D-glucopyranosyloxy)-3-(phosphonooxy)propanoic acid (XDX),XDX,(2r)-2-(alpha-d-glucopyranosyloxy)-3-(phosphonooxy)propanoic acid,(2r)-2-(alpha-d-glucopyranosyloxy)-3-(phosphonooxy)propanoic acid,alpha_only,XDX,(2R)-2-(alpha-D-glucopyranosyloxy)-3-(phosphonooxy)propanoic acid,,,XDX,XDX
9WN|,9WN,(2R)-2-(alpha-D-glucopyranosyloxy)-3-hydroxypropanoic acid (9WN),9WN,(2r)-2-(alpha-d-glucopyranosyloxy)-3-hydroxypropanoic acid,(2r)-2-(alpha-d-glucopyranosyloxy)-3-hydroxypropanoic acid,alpha_only,9WN,(2R)-2-(alpha-D-glucopyranosyloxy)-3-hydroxypropanoic acid,,,9WN,9WN
2M8|,2M8,(2R)-3-hydroxy-2-(alpha-D-mannopyranosyloxy)propanoic acid (2M8),2M8,(2r)-3-hydroxy-2-(alpha-d-mannopyranosyloxy)propanoic acid,(2r)-3-hydroxy-2-(alpha-d-mannopyranosyloxy)propanoic acid,alpha_only,2M8,(2R)-3-hydroxy-2-(alpha-D-mannopyranosyloxy)propanoic acid,,,2M8,2M8
RWI|,RWI,(2S)-2-({2-deoxy-2-[(hydroxycarbamoyl)amino]-alpha-D-glucopyranosyl}oxy)butanedioic acid (RWI),RWI,(2s)-2-({2-deoxy-2-[(hydroxycarbamoyl)amino]-alpha-d-glucopyranosyl}oxy)butanedioic acid,(2s)-2-({2-deoxy-2-[(hydroxycarbamoyl)amino]-alpha-d-glucopyranosyl}oxy)butanedioic acid,alpha_only,RWI,(2S)-2-({2-deoxy-2-[(hydroxycarbamoyl)amino]-alpha-D-glucopyranosyl}oxy)butanedioic acid,,,RWI,RWI
GMT|,GMT,(2S)-2-{[2-acetamido-2-deoxy-alpha-D-glucopyranosyl]oxy}butanedioic acid (GMT),GMT,(2s)-2-{[2-acetamido-2-deoxy-alpha-d-glucopyranosyl]oxy}butanedioic acid,(2s)-2-{[2-acetamido-2-deoxy-alpha-d-glucopyranosyl]oxy}butanedioic acid,alpha_only,GMT,(2S)-2-{[2-acetamido-2-deoxy-alpha-D-glucopyranosyl]oxy}butanedioic acid,,,GMT,GMT
9YW|,9YW,(alpha-D-glucopyranosyloxy)acetic acid (9YW),9YW,(alpha-d-glucopyranosyloxy)acetic acid,(alpha-d-glucopyranosyloxy)acetic acid,alpha_only,9YW,(alpha-D-glucopyranosyloxy)acetic acid,,,9YW,9YW
SLM|,SLM,"(2S,4S,5R,6R)-5-acetamido-2,4-dihydroxy-6-[(1R,2R)-1,2,3-trihydroxypropyl]oxane-2-carboxamide (SLM)",SLM,2 3-trihydroxypropyl]oxane-2-carboxamide,"(2s,4s,5r,6r)-5-acetamido-2,4-dihydroxy-6-[(1r,2r)-1,2,3-trihydroxypropyl]oxane-2-carboxamide",alpha_only,SLM,"(2S,4S,5R,6R)-5-acetamido-2,4-dihydroxy-6-[(1R,2R)-1,2,3-trihydroxypropyl]oxane-2-carboxamide",,,SLM,SLM
GDL|,GDL,"2-(acetylamido)-2-deoxy-D-glucono-1,5-lactone (GDL)",GDL,2-(acetylamido)-2-deoxy-d-glucono-1 5-lactone,"2-(acetylamido)-2-deoxy-d-glucono-1,5-lactone",alpha_only,GDL,"2-(acetylamido)-2-deoxy-D-glucono-1,5-lactone",,,GDL,GDL
6GR|,6GR,2-(alpha-L-altropyranosyloxy)benzoic acid (6GR),6GR,2-(alpha-l-altropyranosyloxy)benzoic acid,2-(alpha-l-altropyranosyloxy)benzoic acid,alpha_only,6GR,2-(alpha-L-altropyranosyloxy)benzoic acid,,,6GR,6GR
FMO|,FMO,"2-deoxy-2,2-difluoro-4-O-alpha-D-glucopyranosyl-alpha-D-arabino-hexopyranosyl fluoride (FMO)",FMO,2-difluoro-4-o-alpha-d-glucopyranosyl-alpha-d-arabino-hexopyranosyl fluoride,"2-deoxy-2,2-difluoro-4-o-alpha-d-glucopyranosyl-alpha-d-arabino-hexopyranosyl fluoride",alpha_only,FMO,"2-deoxy-2,2-difluoro-4-O-alpha-D-glucopyranosyl-alpha-D-arabino-hexopyranosyl fluoride",,,FMO,FMO
|IN1,IN1,"4-(beta-D-glucopyranosyloxy)-2,2-dihydroxybutyl propanoate (IN1)",IN1,2-dihydroxybutyl propanoate,"4-(beta-d-glucopyranosyloxy)-2,2-dihydroxybutyl propanoate",beta_only,,,IN1,"4-(beta-D-glucopyranosyloxy)-2,2-dihydroxybutyl propanoate",IN1,IN1
|MNA,MNA,2-O-methyl-5-N-acetyl-alpha-D-neuraminic acid (MNA),MNA,2-o-methyl-5-n-acetyl-alpha-d-neuraminic acid,2-o-methyl-5-n-acetyl-alpha-d-neuraminic acid,beta_only,,,MNA,2-O-methyl-5-N-acetyl-alpha-D-neuraminic acid,MNA,MNA
5TK|,5TK,"(2S,3R,4R,5S,6R)-6-(hydroxymethyl)-5-oxidanylsulfanyloxy-oxane-2,3,4-triol (5TK)",5TK,3 4-triol,"(2s,3r,4r,5s,6r)-6-(hydroxymethyl)-5-oxidanylsulfanyloxy-oxane-2,3,4-triol",alpha_only,5TK,"(2S,3R,4R,5S,6R)-6-(hydroxymethyl)-5-oxidanylsulfanyloxy-oxane-2,3,4-triol",,,5TK,5TK
CBF|,CBF,"(2R,3R,4S,5S,6R)-2,3,4,5-tetrahydroxy-6-(hydroxymethyl)oxane-2-carboxamide (CBF)",CBF,4 5-tetrahydroxy-6-(hydroxymethyl)oxane-2-carboxamide,"(2r,3r,4s,5s,6r)-2,3,4,5-tetrahydroxy-6-(hydroxymethyl)oxane-2-carboxamide",alpha_only,CBF,"(2R,3R,4S,5S,6R)-2,3,4,5-tetrahydroxy-6-(hydroxymethyl)oxane-2-carboxamide",,,CBF,CBF
D0N|,D0N,"(2~{R},3~{R},4~{S},5~{S},6~{R})-2-[(2~{R},3~{R},4~{R},5~{S},6~{S})-4-fluoranyl-2-(hydroxymethyl)-5,6-bis(oxidanyl)oxan- 3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol (D0N)",D0N,4 5-triol,"(2~{r},3~{r},4~{s},5~{s},6~{r})-2-[(2~{r},3~{r},4~{r},5~{s},6~{s})-4-fluoranyl-2-(hydroxymethyl)-5,6-bis(oxidanyl)oxan- 3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",alpha_only,D0N,"(2~{R},3~{R},4~{S},5~{S},6~{R})-2-[(2~{R},3~{R},4~{R},5~{S},6~{S})-4-fluoranyl-2-(hydroxymethyl)-5,6-bis(oxidanyl)oxan- 3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",,,D0N,D0N
U9J|,U9J,"(2R,3R,4S,5S,6R)-6-(dihydroxymethyl)-3,4-dimethoxytetrahydro-2H-pyran-2,5-diol (U9J)",U9J,4-dimethoxytetrahydro-2h-pyran-2 5-diol,"(2r,3r,4s,5s,6r)-6-(dihydroxymethyl)-3,4-dimethoxytetrahydro-2h-pyran-2,5-diol",alpha_only,U9J,"(2R,3R,4S,5S,6R)-6-(dihydroxymethyl)-3,4-dimethoxytetrahydro-2H-pyran-2,5-diol",,,U9J,U9J
|U9M,U9M,"(2R,3R,4S,5S,6S)-6-(dihydroxymethyl)-3,4-dimethoxytetrahydro-2H-pyran-2,5-diol (U9M)",U9M,4-dimethoxytetrahydro-2h-pyran-2 5-diol,"(2r,3r,4s,5s,6s)-6-(dihydroxymethyl)-3,4-dimethoxytetrahydro-2h-pyran-2,5-diol",beta_only,,,U9M,"(2R,3R,4S,5S,6S)-6-(dihydroxymethyl)-3,4-dimethoxytetrahydro-2H-pyran-2,5-diol",U9M,U9M
ERE|,ERE,4-epi-vancosamine (ERE),ERE,4-epi-vancosamine,4-epi-vancosamine,alpha_only,ERE,4-epi-vancosamine,,,ERE,ERE
|HD4,HD4,4-O-[2-acetamido-2-deoxy-beta-D-glucopyranosyl]-1-O-phosphono-D-ribitol (HD4),HD4,4-o-[2-acetamido-2-deoxy-beta-d-glucopyranosyl]-1-o-phosphono-d-ribitol,4-o-[2-acetamido-2-deoxy-beta-d-glucopyranosyl]-1-o-phosphono-d-ribitol,beta_only,,,HD4,4-O-[2-acetamido-2-deoxy-beta-D-glucopyranosyl]-1-O-phosphono-D-ribitol,HD4,HD4
|57S,57S,4-O-[2-acetamido-2-deoxy-beta-D-glucopyranosyl]-5-O-phosphono-D-ribitol (57S),57S,4-o-[2-acetamido-2-deoxy-beta-d-glucopyranosyl]-5-o-phosphono-d-ribitol,4-o-[2-acetamido-2-deoxy-beta-d-glucopyranosyl]-5-o-phosphono-d-ribitol,beta_only,,,57S,4-O-[2-acetamido-2-deoxy-beta-D-glucopyranosyl]-5-O-phosphono-D-ribitol,57S,57S
DVC|,DVC,"(2R,4S,6S)-4-azanyl-4,6-dimethyl-oxane-2,5,5-triol (DVC)",DVC,5 5-triol,"(2r,4s,6s)-4-azanyl-4,6-dimethyl-oxane-2,5,5-triol",alpha_only,DVC,"(2R,4S,6S)-4-azanyl-4,6-dimethyl-oxane-2,5,5-triol",,,DVC,DVC
|U9A,U9A,"[(2R,3R,4R,5R,6R)-2,4,5-trihydroxy-6-(sulfooxy)tetrahydro-2H-pyran-3-yl]sulfamic acid (U9A)",U9A,5-trihydroxy-6-(sulfooxy)tetrahydro-2h-pyran-3-yl]sulfamic acid,"[(2r,3r,4r,5r,6r)-2,4,5-trihydroxy-6-(sulfooxy)tetrahydro-2h-pyran-3-yl]sulfamic acid",beta_only,,,U9A,"[(2R,3R,4R,5R,6R)-2,4,5-trihydroxy-6-(sulfooxy)tetrahydro-2H-pyran-3-yl]sulfamic acid",U9A,U9A
GCB|,GCB,"(2S,3S,4S,5R)-3,4,5-trihydroxy-6-oxo-oxane-2-carboxylic acid (GCB)",GCB,5-trihydroxy-6-oxo-oxane-2-carboxylic acid,"(2s,3s,4s,5r)-3,4,5-trihydroxy-6-oxo-oxane-2-carboxylic acid",alpha_only,GCB,"(2S,3S,4S,5R)-3,4,5-trihydroxy-6-oxo-oxane-2-carboxylic acid",,,GCB,GCB
|RHC,RHC,"(2S)-2-amino-4-[[(2S,3S,4R,5R)-3,4,5-trihydroxyoxolan-2-yl]methylsulfanyl]butanoic acid (RHC)",RHC,5-trihydroxyoxolan-2-yl]methylsulfanyl]butanoic acid,"(2s)-2-amino-4-[[(2s,3s,4r,5r)-3,4,5-trihydroxyoxolan-2-yl]methylsulfanyl]butanoic acid",beta_only,,,RHC,"(2S)-2-amino-4-[[(2S,3S,4R,5R)-3,4,5-trihydroxyoxolan-2-yl]methylsulfanyl]butanoic acid",RHC,RHC
604|,604,"2-[(3-bromobenzene-1-carbonyl)amino]-6-{[(4-carboxy-5-methylfuran-2-yl)sulfonyl]amino}-2,6-dideoxy-alpha-D-glucopyranos e (604)",604,6-dideoxy-alpha-d-glucopyranos e,"2-[(3-bromobenzene-1-carbonyl)amino]-6-{[(4-carboxy-5-methylfuran-2-yl)sulfonyl]amino}-2,6-dideoxy-alpha-d-glucopyranos e",alpha_only,604,"2-[(3-bromobenzene-1-carbonyl)amino]-6-{[(4-carboxy-5-methylfuran-2-yl)sulfonyl]amino}-2,6-dideoxy-alpha-D-glucopyranos e",,,604,604
|UCD,UCD,"(4S,5R,6R)-6-((2R,3R,4R,5R,6R)-3-ACETAMIDO-2,5-DIHYDROXY-6-(HYDROXYMETHYL)-TETRAHYDRO-2H-PYRAN-4-YLOXY)-4,5-DIHYDROXY-5 ,6-DIHYDRO-4H-PYRAN-2-CARBOXYLIC ACID (UCD)",UCD,6-dihydro-4h-pyran-2-carboxylic acid,"(4s,5r,6r)-6-((2r,3r,4r,5r,6r)-3-acetamido-2,5-dihydroxy-6-(hydroxymethyl)-tetrahydro-2h-pyran-4-yloxy)-4,5-dihydroxy-5 ,6-dihydro-4h-pyran-2-carboxylic acid",beta_only,,,UCD,"(4S,5R,6R)-6-((2R,3R,4R,5R,6R)-3-ACETAMIDO-2,5-DIHYDROXY-6-(HYDROXYMETHYL)-TETRAHYDRO-2H-PYRAN-4-YLOXY)-4,5-DIHYDROXY-5 ,6-DIHYDRO-4H-PYRAN-2-CARBOXYLIC ACID",UCD,UCD
|ARI,ARI,"(2R,3R,6R)-6-hydroxy-2-methyltetrahydro-2H-pyran-3-yl acetate (ARI)",ARI,6r)-6-hydroxy-2-methyltetrahydro-2h-pyran-3-yl acetate,"(2r,3r,6r)-6-hydroxy-2-methyltetrahydro-2h-pyran-3-yl acetate",beta_only,,,ARI,"(2R,3R,6R)-6-hydroxy-2-methyltetrahydro-2H-pyran-3-yl acetate",ARI,ARI
|CDR,CDR,"(2R,5S,6R)-6-methyltetrahydro-2H-pyran-2,5-diol (CDR)",CDR,6r)-6-methyltetrahydro-2h-pyran-2 5-diol,"(2r,5s,6r)-6-methyltetrahydro-2h-pyran-2,5-diol",beta_only,,,CDR,"(2R,5S,6R)-6-methyltetrahydro-2H-pyran-2,5-diol",CDR,CDR
ABE|,ABE,alpha-D-Abequopyranose (ABE),ABE,abequopyranose,abequopyranose,alpha_only,ABE,alpha-D-Abequopyranose,,,ABE,ABE
TUJ|,TUJ,"1,2,3,4-tetra-O-sulfo-alpha-D-allopyranose (TUJ)",TUJ,allopyranose,"1,2,3,4-tetra-o-sulfo-alpha-d-allopyranose",alpha_only,TUJ,"1,2,3,4-tetra-O-sulfo-alpha-D-allopyranose",,,TUJ,TUJ
|DSR,DSR,"2,6-dideoxy-4-thio-beta-D-allopyranose (DSR)",DSR,allopyranose,"2,6-dideoxy-4-thio-beta-d-allopyranose",beta_only,,,DSR,"2,6-dideoxy-4-thio-beta-D-allopyranose",DSR,DSR
|NA1,NA1,2-acetamido-2-deoxy-6-O-methyl-alpha-D-allopyranose (NA1),NA1,allopyranose,2-acetamido-2-deoxy-6-o-methyl-alpha-d-allopyranose,beta_only,,,NA1,2-acetamido-2-deoxy-6-O-methyl-alpha-D-allopyranose,NA1,NA1
|NAA,NAA,2-acetamido-2-deoxy-beta-D-allopyranose (NAA),NAA,allopyranose,2-acetamido-2-deoxy-beta-d-allopyranose,beta_only,,,NAA,2-acetamido-2-deoxy-beta-D-allopyranose,NAA,NAA
A6P|,A6P,6-O-phosphono-alpha-D-allopyranose (A6P),A6P,allopyranose,6-o-phosphono-alpha-d-allopyranose,alpha_only,A6P,6-O-phosphono-alpha-D-allopyranose,,,A6P,A6P
AFD|ALL,AFD,alpha-D-allopyranose (AFD),AFD,allopyranose,allopyranose,both,AFD,alpha-D-allopyranose,ALL,beta-D-allopyranose,AFD,"AFD, ALL"
Z2D|WOO,WOO,alpha-L-allopyranose (Z2D),Z2D,allopyranose,allopyranose,both,Z2D,alpha-L-allopyranose,WOO,beta-L-allopyranose,WOO,"WOO, Z2D"
|8OQ,8OQ,alpha-D-aceric acid (8OQ),8OQ,alpha-d-aceric acid,aceric acid,beta_only,,,8OQ,alpha-D-aceric acid,8OQ,8OQ
1S4|,1S4,alpha-muramic acid (1S4),1S4,alpha-muramic acid,muramic acid,alpha_only,1S4,alpha-muramic acid,,,1S4,1S4
|TWA,TWA,"2,3,4-tri-O-sulfo-beta-D-altropyranose (TWA)",TWA,altropyranose,"2,3,4-tri-o-sulfo-beta-d-altropyranose",beta_only,,,TWA,"2,3,4-tri-O-sulfo-beta-D-altropyranose",TWA,TWA
TUG|,TUG,"3,4-di-O-sulfo-alpha-D-altropyranose (TUG)",TUG,altropyranose,"3,4-di-o-sulfo-alpha-d-altropyranose",alpha_only,TUG,"3,4-di-O-sulfo-alpha-D-altropyranose",,,TUG,TUG
SHD|,SHD,alpha-D-altropyranose (SHD),SHD,altropyranose,altropyranose,alpha_only,SHD,alpha-D-altropyranose,,,SHD,SHD
Z6H|3MK,3MK,alpha-L-altropyranose (Z6H),Z6H,altropyranose,altropyranose,both,Z6H,alpha-L-altropyranose,3MK,beta-L-altropyranose,3MK,"3MK, Z6H"
|ZEL,ZEL,methyl beta-D-altropyranoside (ZEL),ZEL,altropyranoside,methyl beta-d-altropyranoside,beta_only,,,ZEL,methyl beta-D-altropyranoside,ZEL,ZEL
HSG|,HSG,octyl alpha-L-altropyranoside (HSG),HSG,altropyranoside,octyl alpha-l-altropyranoside,alpha_only,HSG,octyl alpha-L-altropyranoside,,,HSG,HSG
|IDU,IDU,2-O-sulfo-beta-L-altropyranuronic acid (IDU),IDU,altropyranuronic acid,2-o-sulfo-beta-l-altropyranuronic acid,beta_only,,,IDU,2-O-sulfo-beta-L-altropyranuronic acid,IDU,IDU
|V3M,V3M,2-deoxy-2-fluoro-alpha-D-arabinofuranose (V3M),V3M,arabinofuranose,2-deoxy-2-fluoro-alpha-d-arabinofuranose,beta_only,,,V3M,2-deoxy-2-fluoro-alpha-D-arabinofuranose,V3M,V3M
|ABF,ABF,5-O-phosphono-beta-D-arabinofuranose (ABF),ABF,arabinofuranose,5-o-phosphono-beta-d-arabinofuranose,beta_only,,,ABF,5-O-phosphono-beta-D-arabinofuranose,ABF,ABF
|BXY,BXY,alpha-D-arabinofuranose (BXY),BXY,arabinofuranose,arabinofuranose,beta_only,,,BXY,alpha-D-arabinofuranose,BXY,BXY
|AHR,AHR,alpha-L-arabinofuranose (AHR),AHR,arabinofuranose,arabinofuranose,beta_only,,,AHR,alpha-L-arabinofuranose,AHR,AHR
|FUB,FUB,beta-L-arabinofuranose (FUB),FUB,arabinofuranose,arabinofuranose,beta_only,,,FUB,beta-L-arabinofuranose,FUB,FUB
|KHP,KHP,4-nitrophenyl alpha-L-arabinofuranoside (KHP),KHP,arabinofuranoside,4-nitrophenyl alpha-l-arabinofuranoside,beta_only,,,KHP,4-nitrophenyl alpha-L-arabinofuranoside,KHP,KHP
|AXR,AXR,methyl alpha-D-arabinofuranoside (AXR),AXR,arabinofuranoside,methyl alpha-d-arabinofuranoside,beta_only,,,AXR,methyl alpha-D-arabinofuranoside,AXR,AXR
|LAH,LAH,2-O-[(R)-hydroxy(propan-2-yloxy)phosphoryl]-alpha-L-arabinopyranose (LAH),LAH,arabinopyranose,2-o-[(r)-hydroxy(propan-2-yloxy)phosphoryl]-alpha-l-arabinopyranose,beta_only,,,LAH,2-O-[(R)-hydroxy(propan-2-yloxy)phosphoryl]-alpha-L-arabinopyranose,LAH,LAH
|LAO,LAO,2-O-phosphono-alpha-L-arabinopyranose (LAO),LAO,arabinopyranose,2-o-phosphono-alpha-l-arabinopyranose,beta_only,,,LAO,2-O-phosphono-alpha-L-arabinopyranose,LAO,LAO
GE3|,GE3,3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranose (GE3),GE3,arabinopyranose,3-deoxy-4-c-methyl-3-(methylamino)-beta-l-arabinopyranose,alpha_only,GE3,3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranose,,,GE3,GE3
|64K,64K,alpha-D-arabinopyranose (64K),64K,arabinopyranose,arabinopyranose,beta_only,,,64K,alpha-D-arabinopyranose,64K,64K
|SEJ,SEJ,beta-D-arabinopyranose (SEJ),SEJ,arabinopyranose,arabinopyranose,beta_only,,,SEJ,beta-D-arabinopyranose,SEJ,SEJ
ARB|ARA,ARA,beta-L-arabinopyranose (ARB),ARB,arabinopyranose,arabinopyranose,both,ARB,beta-L-arabinopyranose,ARA,alpha-L-arabinopyranose,ARA,"ARA, ARB"
|ARW,ARW,methyl beta-D-arabinopyranoside (ARW),ARW,arabinopyranoside,methyl beta-d-arabinopyranoside,beta_only,,,ARW,methyl beta-D-arabinopyranoside,ARW,ARW
M55|,M55,benzyl alpha-D-glucopyranuronate (M55),M55,benzyl alpha-d-glucopyranuronate,benzyl alpha-d-glucopyranuronate,alpha_only,M55,benzyl alpha-D-glucopyranuronate,,,M55,M55
|MUR,MUR,beta-muramic acid (MUR),MUR,beta-muramic acid,muramic acid,beta_only,,,MUR,beta-muramic acid,MUR,MUR
|CBI,CBI,CELLOBIOSE (CBI),CBI,cellobiose,cellobiose,beta_only,,,CBI,CELLOBIOSE,CBI,CBI
15L|,15L,"D-galactaro-1,5-lactone (15L)",15L,d-galactaro-1 5-lactone,"galactaro-1,5-lactone",alpha_only,15L,"D-galactaro-1,5-lactone",,,15L,15L
149|,149,D-galactonolactone (149),149,d-galactonolactone,galactonolactone,alpha_only,149,D-galactonolactone,,,149,149
LGC|,LGC,"D-glucono-1,5-lactone (LGC)",LGC,d-glucono-1 5-lactone,"glucono-1,5-lactone",alpha_only,LGC,"D-glucono-1,5-lactone",,,LGC,LGC
|KDM,KDM,deamino-alpha-neuraminic acid (KDM),KDM,deamino-alpha-neuraminic acid,deamino-alpha-neuraminic acid,beta_only,,,KDM,deamino-alpha-neuraminic acid,KDM,KDM
KDN|,KDN,deamino-beta-neuraminic acid (KDN),KDN,deamino-beta-neuraminic acid,deamino-beta-neuraminic acid,alpha_only,KDN,deamino-beta-neuraminic acid,,,KDN,KDN
|DEL,DEL,4-DEOXYLACTOSE (DEL),DEL,deoxylactose,4-deoxylactose,beta_only,,,DEL,4-DEOXYLACTOSE,DEL,DEL
DOM|,DOM,2'-DEOXYMALTOSE (DOM),DOM,deoxymaltose,2'-deoxymaltose,alpha_only,DOM,2'-DEOXYMALTOSE,,,DOM,DOM
|Z3U,Z3U,beta-D-Digitoxopyranose (Z3U),Z3U,digitoxopyranose,digitoxopyranose,beta_only,,,Z3U,beta-D-Digitoxopyranose,Z3U,Z3U
|4JA,4JA,(2S)-3-[(6-deoxy-beta-D-glucopyranosyl)oxy]-2-hydroxypropyl dihydrogen phosphate (4JA),4JA,dihydrogen phosphate,(2s)-3-[(6-deoxy-beta-d-glucopyranosyl)oxy]-2-hydroxypropyl dihydrogen phosphate,beta_only,,,4JA,(2S)-3-[(6-deoxy-beta-D-glucopyranosyl)oxy]-2-hydroxypropyl dihydrogen phosphate,4JA,4JA
|DAF,DAF,"4,6-dideoxy-4-{[(1S,5R,6S)-3-formyl-5,6-dihydroxy-4-oxocyclohex-2-en-1-yl]amino}-alpha-D-xylo-hex-5-enopyranose (DAF)",DAF,enopyranose,"4,6-dideoxy-4-{[(1s,5r,6s)-3-formyl-5,6-dihydroxy-4-oxocyclohex-2-en-1-yl]amino}-alpha-d-xylo-hex-5-enopyranose",beta_only,,,DAF,"4,6-dideoxy-4-{[(1S,5R,6S)-3-formyl-5,6-dihydroxy-4-oxocyclohex-2-en-1-yl]amino}-alpha-D-xylo-hex-5-enopyranose",DAF,DAF
|0HX,0HX,"pentan-3-yl 2-acetamido-2,4-dideoxy-alpha-L-threo-hex-4-enopyranosiduronic acid (0HX)",0HX,enopyranosiduronic acid,"pentan-3-yl 2-acetamido-2,4-dideoxy-alpha-l-threo-hex-4-enopyranosiduronic acid",beta_only,,,0HX,"pentan-3-yl 2-acetamido-2,4-dideoxy-alpha-L-threo-hex-4-enopyranosiduronic acid",0HX,0HX
|49V,49V,"2-acetamido-2,4-dideoxy-alpha-L-erythro-hex-4-enopyranuronic acid (49V)",49V,enopyranuronic acid,"2-acetamido-2,4-dideoxy-alpha-l-erythro-hex-4-enopyranuronic acid",beta_only,,,49V,"2-acetamido-2,4-dideoxy-alpha-L-erythro-hex-4-enopyranuronic acid",49V,49V
|UAP,UAP,4-deoxy-2-O-sulfo-alpha-L-threo-hex-4-enopyranuronic acid (UAP),UAP,enopyranuronic acid,4-deoxy-2-o-sulfo-alpha-l-threo-hex-4-enopyranuronic acid,beta_only,,,UAP,4-deoxy-2-O-sulfo-alpha-L-threo-hex-4-enopyranuronic acid,UAP,UAP
|IXD,IXD,4-deoxy-2-O-sulfo-beta-D-erythro-hex-4-enopyranuronic acid (IXD),IXD,enopyranuronic acid,4-deoxy-2-o-sulfo-beta-d-erythro-hex-4-enopyranuronic acid,beta_only,,,IXD,4-deoxy-2-O-sulfo-beta-D-erythro-hex-4-enopyranuronic acid,IXD,IXD
|MAW,MAW,4-deoxy-alpha-L-erythro-hex-4-enopyranuronic acid (MAW),MAW,enopyranuronic acid,4-deoxy-alpha-l-erythro-hex-4-enopyranuronic acid,beta_only,,,MAW,4-deoxy-alpha-L-erythro-hex-4-enopyranuronic acid,MAW,MAW
|GCD,GCD,4-deoxy-alpha-L-threo-hex-4-enopyranuronic acid (GCD),GCD,enopyranuronic acid,4-deoxy-alpha-l-threo-hex-4-enopyranuronic acid,beta_only,,,GCD,4-deoxy-alpha-L-threo-hex-4-enopyranuronic acid,GCD,GCD
|AQA,AQA,4-deoxy-beta-L-threo-hex-4-enopyranuronic acid (AQA),AQA,enopyranuronic acid,4-deoxy-beta-l-threo-hex-4-enopyranuronic acid,beta_only,,,AQA,4-deoxy-beta-L-threo-hex-4-enopyranuronic acid,AQA,AQA
|GBH,GBH,2-{4-[2-(beta-D-glucopyranosyloxy)ethyl]piperazin-1-yl}ethanesulfonic acid (GBH),GBH,ethanesulfonic acid,2-{4-[2-(beta-d-glucopyranosyloxy)ethyl]piperazin-1-yl}ethanesulfonic acid,beta_only,,,GBH,2-{4-[2-(beta-D-glucopyranosyloxy)ethyl]piperazin-1-yl}ethanesulfonic acid,GBH,GBH
FSM|,FSM,FORSMANN ANTIGEN (FSM),FSM,forsmann antigen,forsmann antigen,alpha_only,FSM,FORSMANN ANTIGEN,,,FSM,FSM
AFP|,AFP,"1,6-di-O-phosphono-alpha-D-fructofuranose (AFP)",AFP,fructofuranose,"1,6-di-o-phosphono-alpha-d-fructofuranose",alpha_only,AFP,"1,6-di-O-phosphono-alpha-D-fructofuranose",,,AFP,AFP
FBP|,FBP,"1,6-di-O-phosphono-beta-D-fructofuranose (FBP)",FBP,fructofuranose,"1,6-di-o-phosphono-beta-d-fructofuranose",alpha_only,FBP,"1,6-di-O-phosphono-beta-D-fructofuranose",,,FBP,FBP
F1X|,F1X,1-O-phosphono-beta-D-fructofuranose (F1X),F1X,fructofuranose,1-o-phosphono-beta-d-fructofuranose,alpha_only,F1X,1-O-phosphono-beta-D-fructofuranose,,,F1X,F1X
FDP|,FDP,"2,6-di-O-phosphono-beta-D-fructofuranose (FDP)",FDP,fructofuranose,"2,6-di-o-phosphono-beta-d-fructofuranose",alpha_only,FDP,"2,6-di-O-phosphono-beta-D-fructofuranose",,,FDP,FDP
TUR|,TUR,3-O-alpha-D-glucopyranosyl-alpha-D-fructofuranose (TUR),TUR,fructofuranose,3-o-alpha-d-glucopyranosyl-alpha-d-fructofuranose,alpha_only,TUR,3-O-alpha-D-glucopyranosyl-alpha-D-fructofuranose,,,TUR,TUR
TT7|,TT7,4-O-phosphono-beta-D-fructofuranose (TT7),TT7,fructofuranose,4-o-phosphono-beta-d-fructofuranose,alpha_only,TT7,4-O-phosphono-beta-D-fructofuranose,,,TT7,TT7
|LRH,LRH,6-deoxy-beta-L-fructofuranose (LRH),LRH,fructofuranose,6-deoxy-beta-l-fructofuranose,beta_only,,,LRH,6-deoxy-beta-L-fructofuranose,LRH,LRH
P6P|,P6P,6-O-phosphono-alpha-D-fructofuranose (P6P),P6P,fructofuranose,6-o-phosphono-alpha-d-fructofuranose,alpha_only,P6P,6-O-phosphono-alpha-D-fructofuranose,,,P6P,P6P
